id,timestamp,src_ip,dest_ip,protocol,user_agent,packet_rate,packet_size,token_used,token_age_seconds,auth_success,request_count_window,unique_src_ips_window,label,attack_type
7579,2023-02-20T15:03:00,10.38.139.47,172.16.100.194,TCP,python-requests/2.25.1,4678,288,0,,1,5938,1829,attack,ddos
6532,2023-02-01T22:01:17,10.48.101.58,172.16.33.166,HTTP,aws-sdk-java/1.11,3001,134,0,,1,3826,1508,attack,ddos
7586,2023-01-24T18:53:55,10.79.55.197,172.16.129.76,HTTPS,Mozilla/5.0,3108,402,0,,1,1106,1531,attack,ddos
4833,2023-03-28T15:42:35,10.21.105.254,172.16.9.192,TCP,curl/7.64.1,4441,394,0,,1,3872,1356,attack,ddos
3461,2023-03-19T03:17:47,10.102.136.115,172.16.232.23,HTTPS,SyncClient/3.2.1,19,612,0,,1,15,1,normal,none
32,2023-01-24T02:10:51,10.105.28.187,172.16.247.102,TCP,Java/1.8,22,408,0,,1,14,3,normal,none
4208,2023-02-25T08:30:44,10.54.75.14,172.16.173.110,HTTPS,Mozilla/5.0,4932,542,0,,1,5907,428,attack,ddos
8009,2023-03-11T05:52:53,10.6.25.73,172.16.218.221,HTTPS,SyncClient/3.2.1,280,672,1,2090.0,0,300,7,attack,mitc
8603,2023-01-30T23:02:47,10.129.93.203,172.16.148.121,HTTP,Mozilla/5.0,212,343,1,1141.0,1,164,20,attack,mitc
4385,2023-03-24T15:38:08,10.79.157.225,172.16.91.16,HTTPS,python-requests/2.25.1,6919,321,0,,1,7819,505,attack,ddos
305,2023-03-01T11:27:02,10.224.7.125,172.16.59.87,HTTPS,Mozilla/5.0,19,902,0,,1,15,1,normal,none
2838,2023-03-01T04:41:27,10.227.26.162,172.16.140.119,HTTP,aws-sdk-java/1.11,20,747,0,,1,13,1,normal,none
9403,2023-01-13T20:00:18,10.106.217.70,172.16.220.63,HTTPS,SyncClient/3.2.1,374,1002,1,1181.0,1,323,17,attack,mitc
3535,2023-03-07T18:55:31,10.250.61.156,172.16.226.95,HTTP,Mozilla/5.0,15,779,0,,1,12,3,normal,none
2271,2023-01-29T08:27:03,10.69.137.89,172.16.109.153,HTTP,Mozilla/5.0,15,691,0,,1,19,3,normal,none
4240,2023-01-09T21:41:28,10.69.228.249,172.16.51.105,HTTPS,python-requests/2.25.1,3834,132,0,,1,3092,1941,attack,ddos
2417,2023-01-25T22:22:27,10.61.119.244,172.16.217.217,UDP,curl/7.64.1,9,584,0,,1,17,1,normal,none
6665,2023-02-08T22:43:54,10.101.122.2,172.16.37.56,HTTP,Mozilla/5.0,6824,273,0,,1,6854,829,attack,ddos
7694,2023-01-11T23:09:42,10.243.219.155,172.16.28.56,HTTP,Java/1.8,3437,134,0,,1,4264,902,attack,ddos
3282,2023-01-17T20:28:43,10.219.156.61,172.16.243.65,HTTPS,curl/7.64.1,18,981,0,,1,10,1,normal,none
3766,2023-02-14T21:27:19,10.95.228.148,172.16.33.142,HTTP,Mozilla/5.0,9,619,0,,1,11,3,normal,none
9287,2023-03-18T16:32:02,10.59.249.136,172.16.91.178,HTTPS,Mozilla/5.0,488,934,1,237.0,1,707,33,attack,mitc
5347,2023-02-10T15:29:16,10.25.0.103,172.16.182.55,HTTPS,python-requests/2.25.1,2685,416,0,,1,3701,1981,attack,ddos
5952,2023-02-07T05:27:40,10.156.43.52,172.16.62.192,UDP,Mozilla/5.0,2510,465,0,,1,7523,765,attack,ddos
4308,2023-01-28T06:41:34,10.231.198.62,172.16.93.56,HTTPS,SyncClient/3.2.1,4247,488,0,,1,6384,780,attack,ddos
4368,2023-02-04T15:11:46,10.184.54.8,172.16.209.167,HTTPS,curl/7.64.1,5098,500,0,,1,2886,1930,attack,ddos
9026,2023-01-10T10:49:45,10.92.204.78,172.16.97.252,HTTP,python-requests/2.25.1,224,308,1,2187.0,1,499,16,attack,mitc
2061,2023-02-03T22:08:48,10.95.55.125,172.16.174.34,HTTP,Mozilla/5.0,18,805,0,,1,16,4,normal,none
2507,2023-01-26T01:35:46,10.229.236.207,172.16.104.36,HTTPS,Mozilla/5.0,16,780,0,,1,12,1,normal,none
1594,2023-03-02T09:11:07,10.165.59.101,172.16.171.85,HTTP,Mozilla/5.0,12,1162,0,,1,8,2,normal,none
7804,2023-03-16T01:58:28,10.37.9.80,172.16.103.77,HTTP,aws-sdk-java/1.11,2962,494,0,,1,3129,566,attack,ddos
9644,2023-03-21T16:17:54,10.250.230.79,172.16.216.233,TCP,curl/7.64.1,99,1015,1,1516.0,1,404,22,attack,mitc
3981,2023-02-09T02:35:30,10.159.233.41,172.16.94.44,UDP,python-requests/2.25.1,21,620,0,,1,11,2,normal,none
7030,2023-03-10T03:55:59,10.237.42.2,172.16.204.55,TCP,SyncClient/3.2.1,2136,751,0,,1,2190,1461,attack,ddos
3417,2023-01-10T10:03:16,10.207.109.226,172.16.120.79,HTTP,Mozilla/5.0,10,600,0,,1,11,2,normal,none
5812,2023-03-12T16:52:47,10.145.1.206,172.16.244.119,HTTPS,Mozilla/5.0,4399,413,0,,1,2097,174,attack,ddos
21,2023-01-01T01:57:13,10.123.61.40,172.16.52.208,TCP,curl/7.64.1,9,519,0,,1,25,3,normal,none
1814,2023-02-21T01:34:19,10.240.36.201,172.16.6.29,TCP,SyncClient/3.2.1,18,801,0,,1,15,1,normal,none
1314,2023-03-27T10:25:58,10.4.27.34,172.16.227.189,HTTP,Mozilla/5.0,7,675,0,,1,11,4,normal,none
7475,2023-03-19T23:59:40,10.10.17.63,172.16.63.24,TCP,python-requests/2.25.1,5729,363,0,,1,6253,144,attack,ddos
9116,2023-01-09T11:20:14,10.199.73.180,172.16.188.17,TCP,Mozilla/5.0,406,262,1,3567.0,1,751,24,attack,mitc
2236,2023-02-23T09:03:23,10.91.182.202,172.16.247.10,HTTP,SyncClient/3.2.1,12,598,0,,1,17,2,normal,none
3030,2023-02-16T11:56:58,10.249.40.102,172.16.198.77,TCP,python-requests/2.25.1,11,1029,0,,1,9,1,normal,none
9158,2023-02-03T05:11:01,10.204.226.109,172.16.54.172,HTTP,aws-sdk-java/1.11,470,442,1,600.0,1,286,6,attack,mitc
3528,2023-03-28T07:10:23,10.223.185.47,172.16.69.180,TCP,Mozilla/5.0,10,880,0,,1,11,3,normal,none
373,2023-03-18T12:04:57,10.141.244.236,172.16.123.134,HTTP,python-requests/2.25.1,11,684,0,,1,18,3,normal,none
4837,2023-02-27T02:16:41,10.32.65.225,172.16.0.230,TCP,python-requests/2.25.1,4075,407,0,,1,5647,1949,attack,ddos
4871,2023-03-18T17:52:50,10.75.181.70,172.16.73.221,HTTP,Java/1.8,5720,561,0,,1,5830,650,attack,ddos
6813,2023-03-16T10:56:24,10.205.161.171,172.16.124.76,HTTPS,SyncClient/3.2.1,2959,588,0,,1,2766,712,attack,ddos
9373,2023-02-26T02:39:00,10.42.170.16,172.16.36.227,HTTP,Mozilla/5.0,387,805,1,950.0,1,584,15,attack,mitc
3999,2023-03-19T09:33:48,10.5.29.204,172.16.119.221,HTTPS,Mozilla/5.0,21,1130,0,,1,11,2,normal,none
6368,2023-01-10T06:59:57,10.244.209.58,172.16.8.3,HTTP,Mozilla/5.0,5048,303,0,,1,7061,1846,attack,ddos
8067,2023-01-12T08:07:48,10.60.159.179,172.16.185.197,TCP,Mozilla/5.0,487,657,1,2507.0,1,729,15,attack,mitc
9554,2023-01-19T04:51:30,10.131.31.92,172.16.58.162,HTTPS,aws-sdk-java/1.11,503,855,1,2640.0,0,520,17,attack,mitc
385,2023-01-06T08:38:09,10.60.67.57,172.16.88.205,TCP,curl/7.64.1,20,1256,0,,1,18,1,normal,none
3851,2023-01-28T16:58:58,10.8.148.54,172.16.190.167,HTTP,Java/1.8,11,526,0,,1,10,2,normal,none
189,2023-01-31T05:23:40,10.124.221.205,172.16.61.180,HTTP,Mozilla/5.0,8,958,0,,1,16,4,normal,none
3760,2023-02-17T12:26:51,10.53.114.106,172.16.111.155,HTTP,SyncClient/3.2.1,19,431,0,,1,13,3,normal,none
7654,2023-01-16T21:02:54,10.45.121.64,172.16.45.209,TCP,Mozilla/5.0,3995,401,0,,1,3930,1224,attack,ddos
321,2023-03-29T18:34:28,10.220.27.19,172.16.36.157,UDP,Mozilla/5.0,20,701,0,,1,16,1,normal,none
4928,2023-02-06T03:49:43,10.101.96.59,172.16.238.7,HTTPS,Mozilla/5.0,5650,659,0,,1,4026,972,attack,ddos
6866,2023-02-15T23:41:31,10.53.157.206,172.16.57.221,HTTPS,python-requests/2.25.1,4852,372,0,,1,3934,393,attack,ddos
8075,2023-02-05T16:23:06,10.78.77.203,172.16.216.53,HTTPS,Mozilla/5.0,306,887,1,2660.0,1,613,39,attack,mitc
499,2023-02-10T07:22:46,10.202.211.219,172.16.44.31,UDP,Mozilla/5.0,11,897,0,,1,15,4,normal,none
7002,2023-01-19T23:58:48,10.168.102.65,172.16.232.53,TCP,Mozilla/5.0,6164,40,0,,1,7109,1213,attack,ddos
9396,2023-03-24T00:00:49,10.118.137.162,172.16.149.192,HTTPS,aws-sdk-java/1.11,123,950,1,3098.0,1,599,12,attack,mitc
1310,2023-03-06T19:17:24,10.144.229.4,172.16.120.113,HTTPS,Mozilla/5.0,21,823,1,27822.0,1,10,3,normal,none
5753,2023-01-24T07:42:37,10.30.191.4,172.16.245.151,TCP,python-requests/2.25.1,6235,291,0,,1,3661,1115,attack,ddos
1839,2023-03-06T08:00:32,10.203.139.10,172.16.93.155,TCP,Mozilla/5.0,18,748,0,,1,11,4,normal,none
7042,2023-01-12T09:09:29,10.21.94.160,172.16.30.144,HTTP,aws-sdk-java/1.11,2601,390,0,,1,6150,829,attack,ddos
7587,2023-03-28T05:00:27,10.84.74.25,172.16.129.173,TCP,Mozilla/5.0,2232,151,0,,1,5268,1755,attack,ddos
806,2023-03-25T03:40:03,10.57.137.31,172.16.204.227,HTTP,Mozilla/5.0,9,782,0,,1,12,1,normal,none
7082,2023-03-25T17:15:20,10.252.231.105,172.16.186.207,HTTPS,curl/7.64.1,2219,608,0,,1,1218,740,attack,ddos
3364,2023-02-22T11:57:56,10.7.164.89,172.16.238.228,HTTP,Mozilla/5.0,22,372,0,,1,20,3,normal,none
6045,2023-02-04T14:24:00,10.149.164.33,172.16.33.72,HTTPS,Mozilla/5.0,2578,169,0,,1,3187,475,attack,ddos
6549,2023-02-11T00:05:36,10.12.240.69,172.16.131.76,HTTP,aws-sdk-java/1.11,3228,646,0,,1,2321,786,attack,ddos
2164,2023-03-09T03:03:25,10.92.189.177,172.16.83.52,UDP,Mozilla/5.0,16,568,0,,1,8,3,normal,none
4914,2023-02-21T18:59:47,10.196.186.107,172.16.115.89,HTTP,Mozilla/5.0,2383,155,0,,1,6180,1546,attack,ddos
3745,2023-02-24T03:10:18,10.213.78.26,172.16.255.187,HTTP,Mozilla/5.0,20,1128,0,,1,14,4,normal,none
9397,2023-03-01T12:30:03,10.29.42.133,172.16.220.95,HTTP,Mozilla/5.0,388,446,1,1085.0,0,454,5,attack,mitc
9657,2023-03-23T18:49:21,10.162.28.125,172.16.141.194,TCP,Mozilla/5.0,242,1326,1,3090.0,0,425,4,attack,mitc
5092,2023-01-27T02:52:21,10.38.240.73,172.16.184.60,TCP,python-requests/2.25.1,3737,391,0,,1,2909,114,attack,ddos
2653,2023-03-20T18:37:18,10.153.67.120,172.16.208.52,HTTP,Mozilla/5.0,18,652,0,,1,21,1,normal,none
2250,2023-03-06T05:16:10,10.62.231.214,172.16.30.199,HTTPS,Mozilla/5.0,18,548,1,76337.0,1,22,2,normal,none
5179,2023-03-29T13:41:14,10.175.176.125,172.16.0.249,HTTP,Mozilla/5.0,5916,421,0,,1,2413,462,attack,ddos
4324,2023-01-10T06:12:51,10.112.247.227,172.16.4.198,HTTPS,curl/7.64.1,2421,233,0,,1,7478,1517,attack,ddos
9132,2023-02-20T14:33:47,10.3.16.221,172.16.45.189,HTTPS,Mozilla/5.0,363,314,1,713.0,1,60,13,attack,mitc
8677,2023-02-03T22:13:23,10.109.28.100,172.16.110.11,HTTPS,curl/7.64.1,285,713,1,437.0,1,351,16,attack,mitc
9290,2023-02-22T23:25:04,10.186.201.195,172.16.233.203,UDP,aws-sdk-java/1.11,502,777,1,734.0,1,339,24,attack,mitc
4077,2023-03-19T14:17:07,10.13.112.45,172.16.76.165,HTTPS,aws-sdk-java/1.11,6967,322,0,,1,5695,255,attack,ddos
2237,2023-01-04T19:16:06,10.196.181.18,172.16.104.33,HTTP,Mozilla/5.0,9,676,0,,1,7,1,normal,none
1894,2023-03-31T17:57:03,10.1.92.113,172.16.157.150,TCP,Mozilla/5.0,7,905,0,,1,12,4,normal,none
5818,2023-01-07T12:39:43,10.113.174.16,172.16.190.93,HTTPS,Mozilla/5.0,2427,82,0,,1,4176,886,attack,ddos
9145,2023-02-02T23:04:04,10.9.41.29,172.16.144.177,TCP,SyncClient/3.2.1,164,664,1,1915.0,1,748,27,attack,mitc
6756,2023-01-19T04:59:54,10.93.196.130,172.16.111.8,UDP,Mozilla/5.0,6342,144,0,,1,7679,104,attack,ddos
8932,2023-01-25T16:53:14,10.21.75.241,172.16.223.81,HTTP,Mozilla/5.0,20,40,1,1560.0,1,772,19,attack,mitc
8320,2023-01-08T04:54:48,10.42.115.39,172.16.248.252,UDP,Mozilla/5.0,29,642,1,1643.0,1,316,20,attack,mitc
1975,2023-02-07T03:17:45,10.22.89.68,172.16.203.127,HTTPS,python-requests/2.25.1,9,1124,0,,1,11,3,normal,none
8597,2023-02-12T04:52:37,10.117.49.212,172.16.142.141,HTTP,Mozilla/5.0,344,40,1,1104.0,1,443,12,attack,mitc
1450,2023-02-12T23:53:42,10.166.46.93,172.16.125.137,HTTPS,aws-sdk-java/1.11,11,775,0,,1,6,1,normal,none
4726,2023-02-11T05:47:54,10.230.237.71,172.16.63.74,HTTP,aws-sdk-java/1.11,5768,388,0,,1,2710,882,attack,ddos
2595,2023-02-08T05:32:45,10.247.201.254,172.16.27.78,HTTP,python-requests/2.25.1,11,577,0,,1,18,1,normal,none
2763,2023-02-13T18:59:52,10.115.44.4,172.16.26.84,TCP,python-requests/2.25.1,13,774,0,,1,17,1,normal,none
219,2023-02-23T17:45:22,10.146.172.80,172.16.105.134,TCP,curl/7.64.1,11,916,0,,1,14,4,normal,none
1484,2023-02-18T07:17:17,10.39.14.228,172.16.98.64,HTTPS,python-requests/2.25.1,23,870,0,,1,15,1,normal,none
2537,2023-01-27T01:17:52,10.58.140.108,172.16.68.186,HTTPS,aws-sdk-java/1.11,15,1091,0,,1,14,3,normal,none
7996,2023-01-16T19:55:52,10.68.4.189,172.16.126.49,TCP,Mozilla/5.0,3108,433,0,,1,2019,474,attack,ddos
294,2023-01-15T12:41:25,10.38.161.205,172.16.205.186,TCP,Java/1.8,17,553,0,,1,12,2,normal,none
2545,2023-02-28T14:22:28,10.141.144.111,172.16.142.47,UDP,aws-sdk-java/1.11,17,576,0,,1,13,3,normal,none
3139,2023-02-09T07:32:59,10.182.42.148,172.16.40.243,HTTPS,curl/7.64.1,18,850,0,,1,12,1,normal,none
3431,2023-02-18T18:52:02,10.193.53.245,172.16.172.69,UDP,curl/7.64.1,16,936,0,,1,14,1,normal,none
3141,2023-03-28T04:07:47,10.80.203.43,172.16.8.102,TCP,Mozilla/5.0,19,1119,0,,1,12,4,normal,none
9511,2023-02-22T08:49:37,10.237.51.93,172.16.169.93,TCP,curl/7.64.1,266,1205,1,1226.0,1,422,42,attack,mitc
4066,2023-01-23T04:34:42,10.233.217.39,172.16.38.158,TCP,aws-sdk-java/1.11,2674,187,0,,1,3723,1188,attack,ddos
3261,2023-02-26T04:07:58,10.46.211.107,172.16.131.42,UDP,SyncClient/3.2.1,9,600,0,,1,19,4,normal,none
1578,2023-02-16T03:53:15,10.116.229.63,172.16.110.126,HTTPS,Mozilla/5.0,16,1357,0,,1,7,2,normal,none
3975,2023-02-18T12:36:50,10.39.185.234,172.16.57.119,TCP,curl/7.64.1,19,923,0,,1,16,4,normal,none
1378,2023-03-11T10:07:30,10.190.38.181,172.16.47.231,TCP,Mozilla/5.0,12,1250,0,,1,15,4,normal,none
7975,2023-03-16T23:53:31,10.182.69.197,172.16.180.195,HTTP,python-requests/2.25.1,6814,159,0,,1,5659,1308,attack,ddos
5041,2023-03-04T01:00:35,10.71.129.192,172.16.167.125,HTTPS,python-requests/2.25.1,3969,239,0,,1,1904,1643,attack,ddos
5124,2023-02-28T05:40:10,10.70.95.131,172.16.202.241,HTTPS,Java/1.8,4208,413,0,,1,4324,1519,attack,ddos
4252,2023-02-14T10:41:04,10.202.9.18,172.16.75.118,TCP,Mozilla/5.0,4443,528,0,,1,4652,1177,attack,ddos
1896,2023-01-30T18:09:17,10.139.135.164,172.16.110.222,HTTPS,Java/1.8,15,262,0,,1,13,2,normal,none
7341,2023-01-21T12:31:51,10.25.122.12,172.16.106.38,HTTP,Mozilla/5.0,3615,370,0,,1,7269,1909,attack,ddos
4857,2023-02-10T05:43:03,10.232.84.89,172.16.59.108,HTTPS,Mozilla/5.0,2339,40,0,,1,4012,401,attack,ddos
2052,2023-03-19T15:02:43,10.46.134.222,172.16.141.18,HTTPS,Mozilla/5.0,22,804,0,,1,10,1,normal,none
5243,2023-01-25T16:14:35,10.65.10.199,172.16.212.207,UDP,curl/7.64.1,5201,358,0,,1,1828,1930,attack,ddos
8819,2023-02-03T07:30:20,10.116.4.11,172.16.12.118,HTTPS,SyncClient/3.2.1,300,475,1,691.0,1,559,31,attack,mitc
8376,2023-02-02T19:51:13,10.71.97.195,172.16.55.248,HTTP,Mozilla/5.0,141,638,1,2889.0,1,393,10,attack,mitc
1744,2023-02-04T15:48:55,10.9.150.164,172.16.15.75,HTTPS,Mozilla/5.0,21,596,0,,1,17,3,normal,none
2301,2023-02-11T06:59:13,10.202.131.56,172.16.79.101,HTTP,aws-sdk-java/1.11,15,923,0,,1,16,1,normal,none
4612,2023-02-20T06:36:50,10.224.38.254,172.16.127.122,TCP,Mozilla/5.0,2813,268,0,,1,1504,1612,attack,ddos
3902,2023-01-09T06:48:44,10.76.133.144,172.16.172.104,HTTPS,Mozilla/5.0,15,842,0,,1,13,1,normal,none
1639,2023-03-08T17:27:47,10.0.244.155,172.16.43.32,HTTPS,curl/7.64.1,12,781,0,,1,22,2,normal,none
8186,2023-01-02T10:26:26,10.28.57.94,172.16.86.253,HTTP,python-requests/2.25.1,147,468,1,1290.0,1,100,31,attack,mitc
599,2023-01-13T12:32:47,10.96.13.243,172.16.135.225,UDP,curl/7.64.1,10,825,0,,1,15,2,normal,none
5788,2023-02-06T01:04:47,10.175.109.88,172.16.215.147,HTTPS,curl/7.64.1,5450,567,0,,1,1175,687,attack,ddos
8823,2023-02-12T06:05:59,10.157.190.65,172.16.228.251,UDP,SyncClient/3.2.1,57,432,1,778.0,1,711,31,attack,mitc
5754,2023-01-19T11:01:18,10.89.202.10,172.16.105.70,HTTP,Java/1.8,4177,279,0,,1,2582,1711,attack,ddos
2909,2023-02-26T00:50:46,10.2.229.162,172.16.251.253,TCP,python-requests/2.25.1,22,941,0,,1,14,3,normal,none
5641,2023-03-13T20:22:18,10.95.234.170,172.16.63.24,UDP,Mozilla/5.0,3984,220,0,,1,7041,732,attack,ddos
5058,2023-02-24T13:49:16,10.180.47.173,172.16.132.48,UDP,python-requests/2.25.1,3329,373,0,,1,4690,1000,attack,ddos
2071,2023-01-01T07:56:09,10.208.82.222,172.16.51.114,UDP,Mozilla/5.0,14,1189,0,,1,15,2,normal,none
9006,2023-03-15T12:08:06,10.253.50.6,172.16.249.214,HTTP,Mozilla/5.0,110,983,0,,1,518,10,attack,mitc
8931,2023-01-14T00:27:19,10.93.61.153,172.16.27.143,HTTP,curl/7.64.1,7,602,1,2587.0,1,423,12,attack,mitc
4562,2023-02-14T02:10:21,10.44.218.120,172.16.124.236,HTTPS,Mozilla/5.0,2398,590,0,,1,2446,546,attack,ddos
2747,2023-01-27T13:31:27,10.32.38.124,172.16.235.124,HTTPS,Mozilla/5.0,17,747,0,,1,12,1,normal,none
2041,2023-03-18T15:18:32,10.157.162.198,172.16.52.82,HTTPS,python-requests/2.25.1,21,718,0,,0,5,1,normal,none
2586,2023-03-08T12:45:28,10.159.42.8,172.16.226.72,UDP,Mozilla/5.0,15,790,0,,1,19,3,normal,none
745,2023-03-02T22:48:17,10.15.193.91,172.16.53.76,TCP,Java/1.8,10,748,0,,1,9,2,normal,none
3020,2023-03-28T19:22:51,10.230.32.166,172.16.245.60,TCP,Mozilla/5.0,7,707,0,,1,13,2,normal,none
5188,2023-01-11T08:28:56,10.26.10.124,172.16.215.196,HTTP,curl/7.64.1,4859,211,0,,1,3522,450,attack,ddos
5928,2023-01-17T05:38:26,10.102.154.79,172.16.147.139,TCP,aws-sdk-java/1.11,5710,356,0,,1,7033,1751,attack,ddos
9455,2023-01-27T00:01:45,10.130.139.49,172.16.41.47,HTTP,curl/7.64.1,26,202,1,1863.0,1,667,33,attack,mitc
4041,2023-03-25T00:53:36,10.237.149.240,172.16.181.64,TCP,curl/7.64.1,1935,145,0,,1,6311,489,attack,ddos
2475,2023-03-01T05:51:07,10.213.34.177,172.16.57.231,HTTP,curl/7.64.1,14,877,0,,1,10,2,normal,none
2257,2023-03-21T03:48:16,10.249.104.199,172.16.153.219,HTTPS,Mozilla/5.0,13,759,0,,1,16,4,normal,none
1012,2023-02-23T20:55:14,10.67.107.228,172.16.81.188,HTTP,curl/7.64.1,8,1036,0,,1,16,4,normal,none
1206,2023-02-27T17:56:31,10.119.26.142,172.16.244.158,HTTPS,aws-sdk-java/1.11,10,1107,0,,1,17,1,normal,none
6553,2023-02-13T06:17:06,10.148.17.75,172.16.175.78,HTTPS,Mozilla/5.0,5567,66,0,,1,3445,1760,attack,ddos
3173,2023-02-06T17:31:59,10.107.89.203,172.16.177.5,UDP,curl/7.64.1,17,865,0,,1,12,4,normal,none
463,2023-02-03T02:39:33,10.144.73.74,172.16.167.140,HTTPS,Mozilla/5.0,9,1317,0,,1,11,2,normal,none
4484,2023-02-04T14:34:13,10.187.232.137,172.16.132.22,HTTPS,curl/7.64.1,1152,406,0,,1,7808,630,attack,ddos
5418,2023-01-11T10:59:46,10.2.71.251,172.16.126.47,UDP,python-requests/2.25.1,6741,84,0,,1,6294,1604,attack,ddos
6315,2023-02-16T02:39:14,10.39.64.173,172.16.166.230,HTTPS,Mozilla/5.0,4200,538,0,,1,4616,1010,attack,ddos
610,2023-03-05T00:09:27,10.23.190.86,172.16.221.238,TCP,curl/7.64.1,14,795,0,,1,15,3,normal,none
3114,2023-03-13T14:51:36,10.165.69.67,172.16.93.61,HTTP,aws-sdk-java/1.11,6,1056,0,,1,16,4,normal,none
1486,2023-01-15T16:12:00,10.185.63.94,172.16.57.185,HTTP,Mozilla/5.0,14,700,0,,1,15,2,normal,none
7798,2023-03-31T22:45:19,10.85.99.10,172.16.155.243,HTTP,SyncClient/3.2.1,2523,519,0,,1,6993,353,attack,ddos
7168,2023-01-10T19:15:24,10.86.166.115,172.16.143.31,TCP,Mozilla/5.0,3053,119,0,,1,4607,1481,attack,ddos
2009,2023-01-21T21:28:29,10.184.139.57,172.16.151.121,HTTPS,curl/7.64.1,15,871,0,,1,6,2,normal,none
6424,2023-01-14T02:44:35,10.80.115.248,172.16.79.175,HTTPS,Mozilla/5.0,1876,704,0,,1,3441,839,attack,ddos
4867,2023-02-21T05:50:31,10.189.219.181,172.16.208.170,HTTP,python-requests/2.25.1,3413,84,0,,1,5282,1966,attack,ddos
2201,2023-01-18T10:01:38,10.10.246.97,172.16.124.211,TCP,Mozilla/5.0,8,540,0,,1,13,4,normal,none
8152,2023-01-03T02:14:10,10.208.212.195,172.16.182.198,UDP,SyncClient/3.2.1,417,773,1,2032.0,1,357,46,attack,mitc
4574,2023-03-19T09:48:48,10.179.144.124,172.16.173.45,UDP,Mozilla/5.0,4986,521,0,,1,6423,1883,attack,ddos
7,2023-03-20T14:45:53,10.119.240.225,172.16.121.169,HTTPS,Mozilla/5.0,18,994,0,,1,16,1,normal,none
3663,2023-01-30T23:50:04,10.145.33.158,172.16.128.80,HTTPS,curl/7.64.1,19,436,0,,1,18,4,normal,none
3877,2023-03-30T16:56:10,10.30.169.233,172.16.25.166,HTTP,Mozilla/5.0,18,1073,0,,1,14,3,normal,none
5111,2023-02-03T06:03:48,10.147.168.235,172.16.27.33,HTTPS,python-requests/2.25.1,6358,290,0,,1,5189,1571,attack,ddos
9990,2023-03-20T01:46:36,10.236.135.42,172.16.141.171,HTTPS,SyncClient/3.2.1,126,334,1,1784.0,1,485,3,attack,mitc
1127,2023-02-12T09:13:57,10.154.78.158,172.16.103.31,UDP,SyncClient/3.2.1,13,777,0,,1,10,4,normal,none
9235,2023-02-05T21:45:51,10.65.73.30,172.16.212.105,HTTPS,Java/1.8,284,473,1,3045.0,1,372,23,attack,mitc
6178,2023-03-14T11:15:24,10.236.45.33,172.16.56.199,HTTPS,Mozilla/5.0,3131,622,0,,1,1162,1656,attack,ddos
2809,2023-03-20T20:13:39,10.207.36.42,172.16.117.81,HTTPS,python-requests/2.25.1,10,1284,0,,1,15,4,normal,none
7427,2023-02-18T08:40:53,10.37.229.191,172.16.246.145,HTTPS,curl/7.64.1,5117,130,0,,1,5856,1806,attack,ddos
6942,2023-02-05T15:55:02,10.202.205.143,172.16.36.114,HTTP,aws-sdk-java/1.11,6954,40,0,,1,3842,1082,attack,ddos
1648,2023-01-28T16:10:24,10.118.67.146,172.16.127.63,HTTPS,Java/1.8,20,1208,0,,1,16,2,normal,none
4115,2023-03-08T21:25:57,10.164.213.89,172.16.161.62,TCP,Mozilla/5.0,3045,191,0,,1,3823,1506,attack,ddos
3195,2023-01-14T06:34:01,10.57.180.179,172.16.131.139,HTTP,python-requests/2.25.1,13,704,0,,1,10,2,normal,none
5514,2023-03-08T21:53:32,10.203.80.98,172.16.33.253,HTTP,Mozilla/5.0,5667,296,0,,1,1947,661,attack,ddos
1427,2023-02-19T17:16:42,10.107.133.9,172.16.21.215,HTTPS,Mozilla/5.0,8,798,0,,1,18,3,normal,none
1555,2023-02-19T17:07:05,10.163.8.66,172.16.27.164,HTTPS,SyncClient/3.2.1,12,1047,0,,1,14,1,normal,none
3916,2023-03-30T17:10:17,10.218.238.94,172.16.130.208,HTTP,SyncClient/3.2.1,17,631,0,,1,12,3,normal,none
8023,2023-01-23T11:55:20,10.92.80.146,172.16.42.128,TCP,Java/1.8,124,502,1,804.0,1,728,32,attack,mitc
5435,2023-03-06T23:30:59,10.66.251.116,172.16.14.61,HTTP,Mozilla/5.0,6366,409,0,,1,5729,1860,attack,ddos
3681,2023-01-13T02:56:01,10.220.251.3,172.16.78.146,HTTP,aws-sdk-java/1.11,17,846,0,,1,13,4,normal,none
1581,2023-01-05T06:27:42,10.56.253.212,172.16.71.178,HTTP,Mozilla/5.0,14,920,0,,1,13,2,normal,none
3334,2023-01-21T20:25:23,10.145.170.139,172.16.129.234,HTTP,SyncClient/3.2.1,17,742,0,,1,20,3,normal,none
6278,2023-02-12T12:31:46,10.248.221.156,172.16.221.205,HTTPS,curl/7.64.1,2387,275,0,,1,6237,1633,attack,ddos
5367,2023-03-22T01:19:37,10.164.139.148,172.16.181.152,HTTPS,Mozilla/5.0,1540,451,0,,1,4803,1340,attack,ddos
5606,2023-03-01T03:06:37,10.222.244.191,172.16.203.221,HTTP,Mozilla/5.0,6802,40,0,,1,1847,927,attack,ddos
8475,2023-02-04T14:59:15,10.102.86.143,172.16.230.112,HTTPS,Java/1.8,33,955,1,3373.0,1,345,9,attack,mitc
8785,2023-02-26T16:32:04,10.133.0.131,172.16.171.220,HTTPS,Mozilla/5.0,279,728,1,3287.0,1,473,47,attack,mitc
